,Amenaza,Repeticiones,%_Aparicion_dataset
3075,aluminium fragments,1,1.6255933415696728e-05
3076,potassium ferrocyanide,1,1.6255933415696728e-05
3077,"milk ingredient undeclared,mustard undeclared,shellfish undeclared,wheat undeclared",1,1.6255933415696728e-05
3078,"bifenthrin,phosalone,propiconazole,unauthorised substance acephate,unauthorised substance endosulfan,unauthorised substance ethion,unauthorised substance profenofos,unauthorised substance triazophos",1,1.6255933415696728e-05
3079,"salmonella enterica ser. javiana,salmonella enterica ser. saintpaul",1,1.6255933415696728e-05
3080,"streptomycin unauthorised,sulfamethazine unauthorised,sulfamethoxine unauthorised,sulfathiazole unauthorised",1,1.6255933415696728e-05
3081,"salmonella enterica ser. münchen,salmonella enterica ser. saintpaul",1,1.6255933415696728e-05
3082,"bulging packaging,defective packaging,unsuitable organoleptic characteristics",1,1.6255933415696728e-05
3083,impurities (brood),1,1.6255933415696728e-05
3084,"pyraclostrobin,unauthorised substance dithiocarbamates",1,1.6255933415696728e-05
3085,"azoxystrobin,unauthorised substance dithiocarbamates",1,1.6255933415696728e-05
3086,salmonella enterica ser. neuland,1,1.6255933415696728e-05
3087,"abnormal smell,migration of nickel",1,1.6255933415696728e-05
3088,"salmonella,shigatoxin-producing escherichia coli,thiamethoxam,unauthorised substance chlorpyrifos",1,1.6255933415696728e-05
3089,"high count of escherichia coli,shigatoxin-producing escherichia coli",1,1.6255933415696728e-05
3090,"salmonella enterica ser. isangi,salmonella enterica ser. ohio",1,1.6255933415696728e-05
3091,"insufficient labelling,unauthorised placing on the market",1,1.6255933415696728e-05
3092,"methomyl,thiophanate-methyl,unauthorised substance carbendazim",1,1.6255933415696728e-05
3093,"acetamiprid,prochloraz",1,1.6255933415696728e-05
3094,too high content of thujone,1,1.6255933415696728e-05
3095,migration of aromatic hydrocarbons,1,1.6255933415696728e-05
3096,residue level above mrl for tulathromycin,1,1.6255933415696728e-05
3097,azoxystrobin,1,1.6255933415696728e-05
3098,"celery undeclared,egg undeclared",1,1.6255933415696728e-05
3099,"unauthorised substance flusilazole,unauthorised substance triazophos",1,1.6255933415696728e-05
3100,"chlorate,perchlorate",1,1.6255933415696728e-05
3101,"unauthorised placing on the market,unauthorised substance sodium glycerophosphate",1,1.6255933415696728e-05
3102,"aflatoxins,unauthorised colour sudan 1",1,1.6255933415696728e-05
3103,"migration of chromium,migration of colour,migration of formaldehyde",1,1.6255933415696728e-05
3104,"fraud - expiry dates changed,incorrect labelling",1,1.6255933415696728e-05
3105,"e 450 - diphosphate unauthorised,e 451 - triphosphate unauthorised",1,1.6255933415696728e-05
3106,"too high content of gluten,wheat undeclared",1,1.6255933415696728e-05
3107,"milk ingredient undeclared,traces of egg",1,1.6255933415696728e-05
3108,"too high content of e 210 - benzoic acid,unauthorised use of colour e 110 - sunset yellow fcf,unauthorised use of colour e 160b - annato/bixin/norbixin",1,1.6255933415696728e-05
3109,"high bacterial count,infested with moulds",1,1.6255933415696728e-05
3110,"too high content of colour e 102 - tartrazine,too high content of colour e 129 - allura red ac,too high content of colour e 133 - brilliant blue fcf",1,1.6255933415696728e-05
3111,"salicylic acid,undeclared colour e 102 - tartrazine",1,1.6255933415696728e-05
3112,"fraud,unauthorised use of colour e 110 - sunset yellow fcf,unauthorised use of colour e 122 - azorubine,unauthorised use of colour e 124 - ponceau 4r / cochineal red a",1,1.6255933415696728e-05
3113,"absence of labelling,poor state of preservation",1,1.6255933415696728e-05
3114,"unauthorised substance cathinone,unauthorised substance mephedrone,unauthorised substance norephedrine",1,1.6255933415696728e-05
3115,"unauthorised substance alpha glycerylphosphorylcholine (gpc),unauthorised substance gamma-aminobutyric acid (gaba)",1,1.6255933415696728e-05
3116,"lambda-cyhalothrin,methomyl,oxamyl,unauthorised substance propargite",1,1.6255933415696728e-05
3117,"too high content of colour e 102 - tartrazine,too high content of colour e 110 - sunset yellow fcf,unauthorised colour orange ii",1,1.6255933415696728e-05
3118,"unauthorised substance carbofuran,unauthorised substance omethoate",1,1.6255933415696728e-05
3119,"salmonella,too high count of coliforms",1,1.6255933415696728e-05
3120,"celery undeclared,milk ingredient undeclared,mustard undeclared,sulphite undeclared",1,1.6255933415696728e-05
3121,"unauthorised colour orange ii,unauthorised use of colour e 110 - sunset yellow fcf",1,1.6255933415696728e-05
3122,"unauthorised use of colour e 102 - tartrazine,unauthorised use of colour e 110 - sunset yellow fcf,unauthorised use of colour e 122 - azorubine,unauthorised use of colour e 133 - brilliant blue fcf",1,1.6255933415696728e-05
3123,"salmonella enterica ser. bredeney,salmonella enterica ser. typhimurium u302 multiresistant,salmonella enterica ser. typhimurium u311",1,1.6255933415696728e-05
3124,"oxamyl,unauthorised substance carbendazim",1,1.6255933415696728e-05
3125,"e 904 - shellac unauthorised,e 914 - oxidised polyethylene wax unauthorised,unauthorised food additive coumarone-indene resin",1,1.6255933415696728e-05
3126,"imidacloprid,unauthorised substance omethoate",1,1.6255933415696728e-05
3127,"high count of enterobacteriaceae,particles",1,1.6255933415696728e-05
3128,"escherichia coli,pseudomonas aeruginosa,too high count of coliforms",1,1.6255933415696728e-05
3129,cladosporium moulds,1,1.6255933415696728e-05
3130,"migration of 1-hydroxy-cyclohexyl phenyl ketone,migration of methyl-2-benzoylbenzoate",1,1.6255933415696728e-05
3131,"buprofezin,unauthorised substance fipronil",1,1.6255933415696728e-05
3132,"high content of caffeine,unauthorised ingredient,unauthorised novel food ingredient acacia rigidula,unauthorised substance n-acetyl tyrosine,unauthorised substance higenamine,unauthorised substance synephrine",1,1.6255933415696728e-05
3133,"methomyl,unauthorised substance dinotefuran,unauthorised substance prothiofos",1,1.6255933415696728e-05
3134,"traces of egg,traces of soya",1,1.6255933415696728e-05
3135,"benzo(a)pyrene,chrysene",1,1.6255933415696728e-05
3136,"salmonella,salmonella enterica ser. ohio",1,1.6255933415696728e-05
3137,"celery undeclared,egg undeclared,sulphite undeclared",1,1.6255933415696728e-05
3138,"salmonella,salmonella enterica ser. abony,salmonella enterica ser. dublin,salmonella enterica ser. orientalis,salmonella enterica ser. virchow,salmonella enterica ser. weltevreden",1,1.6255933415696728e-05
3139,"too high content of colour e 102 - tartrazine,unauthorised animal ingredient,unauthorised use of colour e 132 - indigotine / indigo carmine",1,1.6255933415696728e-05
3140,"unauthorised substance ethion,unauthorised substance procymidone",1,1.6255933415696728e-05
3141,"azoxystrobin,chlorpyrifos,dimethomorph,pyraclostrobin,pyrimethanil,trifloxystrobin,unauthorised substance cyhalothrin,unauthorised substance iprodione",1,1.6255933415696728e-05
3142,mandipropamid,1,1.6255933415696728e-05
3143,"gluten undeclared,mustard undeclared",1,1.6255933415696728e-05
3144,"lactose undeclared,unauthorised substance sildenafil",1,1.6255933415696728e-05
3145,"unauthorised colour para red,unauthorised colour sudan 1,unauthorised colour sudan red g",1,1.6255933415696728e-05
3146,"incorrect labelling,walnut undeclared",1,1.6255933415696728e-05
3147,"unauthorised substance carbendazim,unauthorised substance fenthion,unauthorised substance iprodione",1,1.6255933415696728e-05
3148,marking defects,1,1.6255933415696728e-05
3149,"salmonella enterica ser. amager,salmonella enterica ser. livingstone",1,1.6255933415696728e-05
3150,cronobacter,1,1.6255933415696728e-05
3151,"acetamiprid,unauthorised substance endosulfan,unauthorised substance monocrotophos,unauthorised substance triazophos",1,1.6255933415696728e-05
3152,"salmonella enterica ser. derby,salmonella enterica ser. enteritidis,salmonella enterica ser. london",1,1.6255933415696728e-05
3153,"unauthorised use of colour e 120 - carmines,unauthorised use of colour e 122 - azorubine",1,1.6255933415696728e-05
3154,"chlorpyrifos,cypermethrin,dimethoate,unauthorised substance chlorfluazuron,unauthorised substance omethoate",1,1.6255933415696728e-05
3155,"poor hygienic state,spoilage,unfit for human consumption",1,1.6255933415696728e-05
3156,"citrulline unauthorised,glycine unauthorised,unauthorised substance n-acetylglutamine,unauthorised substance arginine alphaketoglutarate,unauthorised substance arginine ethyl ester,unauthorised substance arginine pyroglutamate,unauthorised substance glutamine alphaketoglutarate,unauthorised substance norvaline,unauthorised substance ornithine alphaketogluturate,unauthorised substance theanine",1,1.6255933415696728e-05
3157,gamma butyrolactone,1,1.6255933415696728e-05
3158,magnesium phosphide,1,1.6255933415696728e-05
3159,"egg undeclared,milk ingredient undeclared,soya undeclared",1,1.6255933415696728e-05
3160,"abnormal smell,poor temperature control",1,1.6255933415696728e-05
3161,"unauthorised substance carbendazim,unauthorised substance fenvalerate,unauthorised substance triazophos",1,1.6255933415696728e-05
3162,"unauthorised substance monocrotophos,unauthorised substance profenofos,unauthorised substance triazophos",1,1.6255933415696728e-05
3163,"illegal import,unauthorised operator",1,1.6255933415696728e-05
3164,"sweetener e 954 - saccharin unauthorised,sweetener e 954 - saccharin undeclared",1,1.6255933415696728e-05
3165,"malathion,prohibited substance gamma - hch,prohibited substance heptachlor",1,1.6255933415696728e-05
3166,"damaged packaging,deterioration",1,1.6255933415696728e-05
3167,"insufficient labelling,undeclared colour e 123 - amaranth",1,1.6255933415696728e-05
3168,"polycyclic aromatic hydrocarbons,toluene,xylene",1,1.6255933415696728e-05
3169,"unauthorised novel food ingredient clinoptilolite,unauthorised novel food ingredient obtained through nanotechnology",1,1.6255933415696728e-05
3170,gamma hydroxybutyrate,1,1.6255933415696728e-05
3171,"salmonella enterica ser. gatineau,salmonella enterica ser. liverpool",1,1.6255933415696728e-05
3172,"high content of lead,migration of lead",1,1.6255933415696728e-05
3173,"salmonella enterica ser. oxford,salmonella enterica ser. saarbruecken,aflatoxins",1,1.6255933415696728e-05
3174,"cypermethrin,unauthorised substance carbendazim,unauthorised substance permethrin",1,1.6255933415696728e-05
3175,triiodothyronine (t3-hormone),1,1.6255933415696728e-05
3176,"sweetener e 950 - acesulfame k unauthorised,sweetener e 955 - sucralose unauthorised,unauthorised use of colour e 110 - sunset yellow fcf",1,1.6255933415696728e-05
3177,"buprofezin,thiamethoxam,unauthorised substance profenofos,unauthorised substance triazophos,unauthorised substance tricyclazole",1,1.6255933415696728e-05
3178,"bacillus cereus,salmonella,high count of enterobacteriaceae",1,1.6255933415696728e-05
3179,"methomyl,unauthorised substance acephate,unauthorised substance thiodicarb,unauthorised substance triazophos",1,1.6255933415696728e-05
3180,"cyprodinil,unauthorised substance methamidophos",1,1.6255933415696728e-05
3181,"buprofezin,unauthorised substance tricyclazole",1,1.6255933415696728e-05
3182,"prohibited substance ddt,unauthorised feed additive e 324 - ethoxyquin",1,1.6255933415696728e-05
3183,"peanut undeclared,wheat undeclared",1,1.6255933415696728e-05
3184,"prohibited substance chloramphenicol,tetracycline unauthorised",1,1.6255933415696728e-05
3185,salmonella enterica ser. matopeni,1,1.6255933415696728e-05
3186,unauthorised substance oxilofrine,1,1.6255933415696728e-05
3187,"possible presence of glass,possible presence of plastic",1,1.6255933415696728e-05
3188,citrobacter freundii,1,1.6255933415696728e-05
3189,"salmonella enterica ser. kiambu,salmonella enterica ser. montevideo,salmonella enterica ser. anatum",1,1.6255933415696728e-05
3190,"cypermethrin,too high count of enterobacteriaceae,unauthorised substance endosulfan",1,1.6255933415696728e-05
3191,"unauthorised colour orange ii,unauthorised colour sudan 1,unauthorised colour sudan 2",1,1.6255933415696728e-05
3192,"salmonella enterica ser. liverpool,salmonella enterica ser. anatum,too high count of enterobacteriaceae",1,1.6255933415696728e-05
3193,"listeria monocytogenes,high aerobic plate count",1,1.6255933415696728e-05
3194,"bovine protein,pork protein",1,1.6255933415696728e-05
3195,"sweetener e 954 - saccharin unauthorised,unauthorised colour rhodamine b",1,1.6255933415696728e-05
3196,"fish undeclared,gluten undeclared",1,1.6255933415696728e-05
3197,"phosalone,unauthorised substance carbaryl",1,1.6255933415696728e-05
3198,"absence of certified analytical report,suspicion of fraudulent health certificate(s)",1,1.6255933415696728e-05
3199,"acetamiprid,metalaxyl,unauthorised substance carbendazim,unauthorised substance carbofuran,unauthorised substance dithiocarbamates,unauthorised substance profenofos,unauthorised substance prothiofos",1,1.6255933415696728e-05
3200,"dimethoate,unauthorised substance dichlorvos,unauthorised substance trichlorfon",1,1.6255933415696728e-05
3201,"undeclared colour e 102 - tartrazine,undeclared colour e 110 - sunset yellow fcf,undeclared colour e 122 - azorubine",1,1.6255933415696728e-05
3202,"e 217 - sodium propyl p-hydroxybenzoate unauthorised,e 219 - sodium methyl p-hydroxybenzoate unauthorised",1,1.6255933415696728e-05
3203,"acetamiprid,pyridaben,tau-fluvalinate",1,1.6255933415696728e-05
3204,"azinphos-methyl,methomyl",1,1.6255933415696728e-05
3205,"unauthorised substance acephate,unauthorised substance methamidophos,unauthorised substance monocrotophos,unauthorised substance propargite,unauthorised substance triazophos",1,1.6255933415696728e-05
3206,"traces of lactoprotein,traces of soya",1,1.6255933415696728e-05
3207,"dead insects,excrements of insects,rodent excrements",1,1.6255933415696728e-05
3208,fragments of metal clip - sharp,1,1.6255933415696728e-05
3209,"bacillus cereus,shigatoxin-producing escherichia coli",1,1.6255933415696728e-05
3210,"unauthorised ingredient,unauthorised novel food ingredient rauwolfia canescens,unauthorised novel food ingredient norcoclaurine,unauthorised substance theobromine",1,1.6255933415696728e-05
3211,"cypermethrin,fenvalerate,phosalone,unauthorised substance endosulfan",1,1.6255933415696728e-05
3212,"e 200 - sorbic acid unauthorised,e 210 - benzoic acid unauthorised,unauthorised use of colour e 102 - tartrazine",1,1.6255933415696728e-05
3213,"unauthorised novel food ingredient betaine,unauthorised substance vinpocetine",1,1.6255933415696728e-05
3214,"unauthorised novel food ingredient bauhinia purpurea,unauthorised novel food ingredient cirsium oligophyllum,unauthorised novel food ingredient polygonum multiflorum,unauthorised novel food ingredient rauwolfia canescens,unauthorised novel food ingredient viscum coloratum",1,1.6255933415696728e-05
